split,period_id,jurisdiction,txt_crisis,txt_alert,txt_action,txt_len,txt_has_release,txt_risk_class
train,MZ0ENeKD,IL,4,0,6,102,1,ACTION
train,MZ0ENeKD,IN,0,0,0,0,0,UNKNOWN
train,MZ0ENeKD,KS,0,0,0,0,0,UNKNOWN
train,MZ0ENeKD,KY,4,1,5,74,1,ACTION
train,MZ0ENeKD,LA,7,2,4,87,1,CRISIS
train,MZ0ENeKD,MA,12,7,10,234,1,CRISIS
train,MZ0ENeKD,MD,7,2,4,87,1,CRISIS
train,MZ0ENeKD,ME,16,2,12,239,1,CRISIS
train,MZ0ENeKD,MI,6,0,2,71,1,CRISIS
train,MZ0ENeKD,MN,6,1,12,146,1,ACTION
train,MZ0ENeKD,MO,7,2,6,93,1,CRISIS
train,MZ0ENeKD,MS,0,0,0,0,0,UNKNOWN
train,MZ0ENeKD,MT,14,8,14,246,1,CRISIS
train,MZ0ENeKD,NC,7,2,6,96,1,CRISIS
train,MZ0ENeKD,ND,0,0,0,0,0,UNKNOWN
train,MZ0ENeKD,NE,9,10,7,162,1,ALERT
train,MZ0ENeKD,NH,6,1,12,141,1,ACTION
train,MZ0ENeKD,NJ,4,1,3,81,1,CRISIS
train,MZ0ENeKD,NM,14,6,14,234,1,CRISIS
train,MZ0ENeKD,NV,3,0,11,87,1,ACTION
train,MZ0ENeKD,NY,10,2,6,172,1,CRISIS
train,MZ0ENeKD,OH,6,7,2,94,1,ALERT
train,MZ0ENeKD,OK,0,0,0,0,0,UNKNOWN
train,MZ0ENeKD,OR,3,1,4,69,1,ACTION
train,MZ0ENeKD,PA,3,1,4,67,1,ACTION
train,MZ0ENeKD,RI,0,0,0,0,0,UNKNOWN
train,MZ0ENeKD,SC,10,4,6,162,1,CRISIS
train,MZ0ENeKD,SD,0,0,0,0,0,UNKNOWN
train,MZ0ENeKD,TN,0,0,0,0,0,UNKNOWN
train,MZ0ENeKD,TX,0,0,0,0,0,UNKNOWN
train,MZ0ENeKD,UT,8,2,10,229,1,ACTION
train,MZ0ENeKD,VA,4,1,3,79,1,CRISIS
train,MZ0ENeKD,VT,14,9,6,181,1,CRISIS
train,MZ0ENeKD,WA,7,2,4,89,1,CRISIS
train,MZ0ENeKD,WI,0,0,0,0,0,UNKNOWN
train,MZ0ENeKD,WV,17,11,14,271,1,CRISIS
train,MZ0ENeKD,WY,0,0,0,0,0,UNKNOWN
train,56aULHvm,AK,3,0,2,77,1,CRISIS
train,56aULHvm,AL,5,7,2,95,1,ALERT
train,56aULHvm,AR,14,1,6,224,1,CRISIS
train,56aULHvm,AZ,11,8,11,243,1,CRISIS
train,56aULHvm,CA,3,0,2,78,1,CRISIS
train,56aULHvm,CO,7,1,5,162,1,CRISIS
train,56aULHvm,CT,0,0,0,0,0,UNKNOWN
train,56aULHvm,DC,3,0,6,60,1,ACTION
train,56aULHvm,DE,7,1,5,158,1,CRISIS
train,56aULHvm,FL,3,0,2,77,1,CRISIS
train,56aULHvm,GA,0,0,0,0,0,UNKNOWN
train,56aULHvm,HI,9,0,3,145,1,CRISIS
train,56aULHvm,IA,0,0,0,0,0,UNKNOWN
train,56aULHvm,ID,8,2,7,153,1,CRISIS
train,56aULHvm,IL,10,8,5,176,1,CRISIS
train,56aULHvm,IN,7,15,2,159,1,ALERT
train,56aULHvm,KS,0,0,0,0,0,UNKNOWN
train,56aULHvm,KY,3,0,3,81,1,CRISIS
train,56aULHvm,LA,3,1,4,69,1,ACTION
train,56aULHvm,MA,7,1,5,158,1,CRISIS
train,56aULHvm,MD,0,0,0,0,0,UNKNOWN
train,56aULHvm,ME,8,2,16,220,1,ACTION
train,56aULHvm,MI,6,2,6,150,1,CRISIS
train,56aULHvm,MN,0,0,0,0,0,UNKNOWN
train,56aULHvm,MO,0,0,0,0,0,UNKNOWN
train,56aULHvm,MS,0,0,0,0,0,UNKNOWN
train,56aULHvm,MT,3,0,11,88,1,ACTION
train,56aULHvm,NC,4,1,4,84,1,CRISIS
train,56aULHvm,ND,0,0,0,0,0,UNKNOWN
train,56aULHvm,NE,9,0,5,151,1,CRISIS
train,56aULHvm,NH,8,7,14,190,1,ACTION
train,56aULHvm,NJ,7,15,2,165,1,ALERT
train,56aULHvm,NM,5,7,2,98,1,ALERT
train,56aULHvm,NV,7,1,7,162,1,CRISIS
train,56aULHvm,NY,0,0,0,0,0,UNKNOWN
train,56aULHvm,OH,9,8,6,163,1,CRISIS
train,56aULHvm,OK,0,0,0,0,0,UNKNOWN
train,56aULHvm,OR,8,7,8,154,1,CRISIS
train,56aULHvm,PA,12,7,3,163,1,CRISIS
train,56aULHvm,RI,6,0,12,165,1,ACTION
train,56aULHvm,SC,6,0,16,150,1,ACTION
train,56aULHvm,SD,4,1,3,81,1,CRISIS
train,56aULHvm,TN,8,7,4,171,1,CRISIS
train,56aULHvm,TX,10,1,14,222,1,ACTION
train,56aULHvm,UT,2,0,10,70,1,ACTION
train,56aULHvm,VA,4,1,4,69,1,CRISIS
train,56aULHvm,VT,5,7,2,95,1,ALERT
train,56aULHvm,WA,0,0,0,0,0,UNKNOWN
train,56aULHvm,WI,8,7,6,174,1,CRISIS
train,56aULHvm,WV,10,8,6,173,1,CRISIS
train,56aULHvm,WY,6,2,8,127,1,ACTION
train,3JILuYCd,AK,3,2,2,67,1,CRISIS
train,3JILuYCd,AL,4,1,3,80,1,CRISIS
train,3JILuYCd,AR,12,2,23,238,1,ACTION
train,3JILuYCd,AZ,6,7,3,95,1,ALERT
train,3JILuYCd,CA,0,0,0,0,0,UNKNOWN
train,3JILuYCd,CO,7,15,2,166,1,ALERT
train,3JILuYCd,CT,6,0,1,69,1,CRISIS
train,3JILuYCd,DC,7,2,4,85,1,CRISIS
train,3JILuYCd,DE,14,2,5,158,1,CRISIS
train,3JILuYCd,FL,0,0,0,0,0,UNKNOWN
train,3JILuYCd,GA,8,7,12,180,1,ACTION
train,3JILuYCd,HI,0,0,0,0,0,UNKNOWN
train,3JILuYCd,IA,3,1,5,73,1,ACTION
train,3JILuYCd,ID,3,0,2,79,1,CRISIS
train,3JILuYCd,IL,5,7,2,95,1,ALERT
train,3JILuYCd,IN,10,3,8,156,1,CRISIS
train,3JILuYCd,KS,0,0,0,0,0,UNKNOWN
train,3JILuYCd,KY,10,2,9,176,1,CRISIS
train,3JILuYCd,LA,3,0,6,60,1,ACTION
train,3JILuYCd,MA,13,4,8,235,1,CRISIS
train,3JILuYCd,MD,10,2,6,164,1,CRISIS
train,3JILuYCd,ME,6,0,14,167,1,ACTION
train,3JILuYCd,MI,6,0,2,71,1,CRISIS
train,3JILuYCd,MN,0,0,0,0,0,UNKNOWN
train,3JILuYCd,MO,7,2,6,93,1,CRISIS
train,3JILuYCd,MS,13,2,16,252,1,ACTION
train,3JILuYCd,MT,10,2,12,236,1,ACTION
train,3JILuYCd,NC,10,2,9,178,1,CRISIS
train,3JILuYCd,ND,6,0,14,171,1,ACTION
train,3JILuYCd,NE,7,2,6,93,1,CRISIS
train,3JILuYCd,NH,6,2,6,154,1,CRISIS
train,3JILuYCd,NJ,12,2,15,238,1,ACTION
train,3JILuYCd,NM,15,4,11,240,1,CRISIS
train,3JILuYCd,NV,3,0,7,63,1,ACTION
train,3JILuYCd,NY,0,0,0,0,0,UNKNOWN
train,3JILuYCd,OH,5,7,2,95,1,ALERT
train,3JILuYCd,OK,18,10,9,264,1,CRISIS
train,3JILuYCd,OR,5,0,11,144,1,ACTION
train,3JILuYCd,PA,0,0,0,0,0,UNKNOWN
train,3JILuYCd,RI,0,0,0,0,0,UNKNOWN
train,3JILuYCd,SC,0,0,0,0,0,UNKNOWN
train,3JILuYCd,SD,0,0,0,0,0,UNKNOWN
train,3JILuYCd,TN,8,8,6,163,1,CRISIS
train,3JILuYCd,TX,0,0,0,0,0,UNKNOWN
train,3JILuYCd,UT,7,1,7,162,1,CRISIS
train,3JILuYCd,VA,7,2,4,87,1,CRISIS
train,3JILuYCd,VT,0,0,0,0,0,UNKNOWN
train,3JILuYCd,WA,3,0,2,78,1,CRISIS
train,3JILuYCd,WI,10,2,9,167,1,CRISIS
train,3JILuYCd,WV,10,3,8,168,1,CRISIS
train,3JILuYCd,WY,7,2,4,87,1,CRISIS
train,lSdEh765,AK,6,3,2,78,1,CRISIS
train,lSdEh765,AL,0,0,0,0,0,UNKNOWN
train,lSdEh765,AR,8,1,9,179,1,ACTION
train,lSdEh765,AZ,5,7,3,95,1,ALERT
train,lSdEh765,CA,0,0,0,0,0,UNKNOWN
train,lSdEh765,CO,10,7,5,182,1,CRISIS
train,lSdEh765,CT,4,0,6,102,1,ACTION
train,lSdEh765,DC,4,0,6,96,1,ACTION
train,lSdEh765,DE,4,0,3,82,1,CRISIS
train,lSdEh765,FL,6,1,6,151,1,CRISIS
train,lSdEh765,GA,12,3,17,249,1,ACTION
train,lSdEh765,HI,22,11,6,256,1,CRISIS
train,lSdEh765,IA,0,0,0,0,0,UNKNOWN
train,lSdEh765,ID,0,0,0,0,0,UNKNOWN
train,lSdEh765,IL,3,1,4,70,1,ACTION
train,lSdEh765,IN,3,0,6,60,1,ACTION
train,lSdEh765,KS,7,1,13,167,1,ACTION
train,lSdEh765,KY,6,1,9,151,1,ACTION
train,lSdEh765,LA,8,7,8,155,1,CRISIS
train,lSdEh765,MA,4,0,3,82,1,CRISIS
train,lSdEh765,MD,11,7,18,239,1,ACTION
train,lSdEh765,ME,7,7,13,168,1,ACTION
train,lSdEh765,MI,7,2,11,176,1,ACTION
train,lSdEh765,MN,0,0,0,0,0,UNKNOWN
train,lSdEh765,MO,3,0,11,87,1,ACTION
train,lSdEh765,MS,13,5,7,166,1,CRISIS
train,lSdEh765,MT,0,0,0,0,0,UNKNOWN
train,lSdEh765,NC,14,0,14,268,1,CRISIS
train,lSdEh765,ND,16,11,11,278,1,CRISIS
train,lSdEh765,NE,4,0,8,106,1,ACTION
train,lSdEh765,NH,6,0,2,73,1,CRISIS
train,lSdEh765,NJ,0,0,0,0,0,UNKNOWN
train,lSdEh765,NM,8,7,12,184,1,ACTION
train,lSdEh765,NV,2,0,4,76,1,ACTION
train,lSdEh765,NY,18,8,9,251,1,CRISIS
train,lSdEh765,OH,10,7,8,194,1,CRISIS
train,lSdEh765,OK,0,0,0,0,0,UNKNOWN
train,lSdEh765,OR,0,0,0,0,0,UNKNOWN
train,lSdEh765,PA,0,0,0,0,0,UNKNOWN
train,lSdEh765,RI,0,0,0,0,0,UNKNOWN
train,lSdEh765,SC,3,0,10,87,1,ACTION
train,lSdEh765,SD,2,0,3,76,1,ACTION
train,lSdEh765,TN,4,0,6,100,1,ACTION
train,lSdEh765,TX,4,0,8,104,1,ACTION
train,lSdEh765,UT,3,0,11,87,1,ACTION
train,lSdEh765,VA,11,1,4,147,1,CRISIS
train,lSdEh765,VT,4,1,3,79,1,CRISIS
train,lSdEh765,WA,0,0,0,0,0,UNKNOWN
train,lSdEh765,WI,12,8,7,218,1,CRISIS
train,lSdEh765,WV,6,3,2,82,1,CRISIS
train,lSdEh765,WY,0,0,0,0,0,UNKNOWN
train,dp3VfN8B,AK,8,0,9,181,1,ACTION
train,dp3VfN8B,AL,3,1,4,70,1,ACTION
train,dp3VfN8B,AR,9,4,3,94,1,CRISIS
train,dp3VfN8B,AZ,13,9,7,215,1,CRISIS
train,dp3VfN8B,CA,4,0,6,102,1,ACTION
train,dp3VfN8B,CO,8,3,11,151,1,ACTION
train,dp3VfN8B,CT,0,0,0,0,0,UNKNOWN
train,dp3VfN8B,DC,0,0,0,0,0,UNKNOWN
train,dp3VfN8B,DE,3,0,10,85,1,ACTION
train,dp3VfN8B,FL,6,0,1,68,1,CRISIS
train,dp3VfN8B,GA,6,1,14,154,1,ACTION
train,dp3VfN8B,HI,0,0,0,0,0,UNKNOWN
train,dp3VfN8B,IA,14,8,15,287,1,ACTION
train,dp3VfN8B,ID,3,1,4,70,1,ACTION
train,dp3VfN8B,IL,0,0,0,0,0,UNKNOWN
train,dp3VfN8B,IN,7,0,12,160,1,ACTION
train,dp3VfN8B,KS,16,3,9,254,1,CRISIS
train,dp3VfN8B,KY,4,0,8,108,1,ACTION
train,dp3VfN8B,LA,0,0,0,0,0,UNKNOWN
train,dp3VfN8B,MA,4,1,4,72,1,CRISIS
train,dp3VfN8B,MD,4,0,6,100,1,ACTION
train,dp3VfN8B,ME,0,0,0,0,0,UNKNOWN
train,dp3VfN8B,MI,9,4,4,97,1,CRISIS
train,dp3VfN8B,MN,0,0,0,0,0,UNKNOWN
train,dp3VfN8B,MO,4,0,8,106,1,ACTION
train,dp3VfN8B,MS,16,5,12,236,1,CRISIS
train,dp3VfN8B,MT,7,0,15,173,1,ACTION
train,dp3VfN8B,NC,4,1,4,84,1,CRISIS
train,dp3VfN8B,ND,0,0,0,0,0,UNKNOWN
train,dp3VfN8B,NE,12,6,7,167,1,CRISIS
train,dp3VfN8B,NH,0,0,0,0,0,UNKNOWN
train,dp3VfN8B,NJ,0,0,0,0,0,UNKNOWN
train,dp3VfN8B,NM,6,0,1,70,1,CRISIS
train,dp3VfN8B,NV,0,0,0,0,0,UNKNOWN
train,dp3VfN8B,NY,0,0,0,0,0,UNKNOWN
train,dp3VfN8B,OH,10,7,11,226,1,ACTION
train,dp3VfN8B,OK,10,0,7,171,1,CRISIS
train,dp3VfN8B,OR,5,7,2,94,1,ALERT
train,dp3VfN8B,PA,0,0,0,0,0,UNKNOWN
train,dp3VfN8B,RI,9,4,3,96,1,CRISIS
train,dp3VfN8B,SC,4,0,3,85,1,CRISIS
train,dp3VfN8B,SD,3,0,10,86,1,ACTION
train,dp3VfN8B,TN,0,0,0,0,0,UNKNOWN
train,dp3VfN8B,TX,6,3,3,80,1,CRISIS
train,dp3VfN8B,UT,13,4,8,181,1,CRISIS
train,dp3VfN8B,VA,11,2,17,232,1,ACTION
train,dp3VfN8B,VT,9,5,4,145,1,CRISIS
train,dp3VfN8B,WA,6,2,12,153,1,ACTION
train,dp3VfN8B,WI,3,1,5,70,1,ACTION
train,dp3VfN8B,WV,13,4,6,186,1,CRISIS
train,dp3VfN8B,WY,10,7,5,175,1,CRISIS
train,Fj7ebbrB,AK,6,8,19,217,1,ACTION
train,Fj7ebbrB,AL,6,0,1,69,1,CRISIS
train,Fj7ebbrB,AR,4,0,3,81,1,CRISIS
train,Fj7ebbrB,AZ,0,0,0,0,0,UNKNOWN
train,Fj7ebbrB,CA,5,0,19,153,1,ACTION
train,Fj7ebbrB,CO,0,0,0,0,0,UNKNOWN
train,Fj7ebbrB,CT,4,9,4,134,1,ALERT
train,Fj7ebbrB,DC,3,1,4,67,1,ACTION
train,Fj7ebbrB,DE,5,0,15,129,1,ACTION
train,Fj7ebbrB,FL,0,0,0,0,0,UNKNOWN
train,Fj7ebbrB,GA,6,1,12,148,1,ACTION
train,Fj7ebbrB,HI,9,3,16,222,1,ACTION
train,Fj7ebbrB,IA,3,2,3,70,1,CRISIS
train,Fj7ebbrB,ID,7,15,2,164,1,ALERT
train,Fj7ebbrB,IL,3,0,10,85,1,ACTION
train,Fj7ebbrB,IN,5,7,2,95,1,ALERT
train,Fj7ebbrB,KS,1,8,0,68,1,ALERT
train,Fj7ebbrB,KY,3,1,5,73,1,ACTION
train,Fj7ebbrB,LA,3,0,10,84,1,ACTION
train,Fj7ebbrB,MA,5,0,19,153,1,ACTION
train,Fj7ebbrB,MD,3,1,4,67,1,ACTION
train,Fj7ebbrB,ME,0,0,0,0,0,UNKNOWN
train,Fj7ebbrB,MI,3,1,5,73,1,ACTION
train,Fj7ebbrB,MN,5,9,4,137,1,ALERT
train,Fj7ebbrB,MO,0,0,0,0,0,UNKNOWN
train,Fj7ebbrB,MS,6,0,1,69,1,CRISIS
train,Fj7ebbrB,MT,0,0,0,0,0,UNKNOWN
train,Fj7ebbrB,NC,3,0,11,89,1,ACTION
train,Fj7ebbrB,ND,4,1,4,84,1,CRISIS
train,Fj7ebbrB,NE,0,0,0,0,0,UNKNOWN
train,Fj7ebbrB,NH,12,8,7,231,1,CRISIS
train,Fj7ebbrB,NJ,16,8,7,237,1,CRISIS
train,Fj7ebbrB,NM,9,1,20,220,1,ACTION
train,Fj7ebbrB,NV,3,0,11,87,1,ACTION
train,Fj7ebbrB,NY,3,0,10,87,1,ACTION
train,Fj7ebbrB,OH,8,7,12,178,1,ACTION
train,Fj7ebbrB,OK,7,2,7,150,1,CRISIS
train,Fj7ebbrB,OR,8,8,6,164,1,CRISIS
train,Fj7ebbrB,PA,3,0,10,84,1,ACTION
train,Fj7ebbrB,RI,3,0,6,62,1,ACTION
train,Fj7ebbrB,SC,2,0,9,70,1,ACTION
train,Fj7ebbrB,SD,10,8,15,238,1,ACTION
train,Fj7ebbrB,TN,12,3,7,205,1,CRISIS
train,Fj7ebbrB,TX,0,0,0,0,0,UNKNOWN
train,Fj7ebbrB,UT,6,0,2,71,1,CRISIS
train,Fj7ebbrB,VA,0,0,0,0,0,UNKNOWN
train,Fj7ebbrB,VT,0,0,0,0,0,UNKNOWN
train,Fj7ebbrB,WA,0,0,0,0,0,UNKNOWN
train,Fj7ebbrB,WI,8,0,12,137,1,ACTION
train,Fj7ebbrB,WV,8,9,4,172,1,ALERT
train,Fj7ebbrB,WY,3,0,6,60,1,ACTION
train,Kk6iVNym,AK,2,0,9,67,1,ACTION
train,Kk6iVNym,AL,0,0,0,0,0,UNKNOWN
train,Kk6iVNym,AR,6,3,2,78,1,CRISIS
train,Kk6iVNym,AZ,3,0,11,85,1,ACTION
train,Kk6iVNym,CA,0,0,0,0,0,UNKNOWN
train,Kk6iVNym,CO,2,0,3,76,1,ACTION
train,Kk6iVNym,CT,13,9,7,245,1,CRISIS
train,Kk6iVNym,DC,6,3,2,76,1,CRISIS
train,Kk6iVNym,DE,12,1,13,254,1,ACTION
train,Kk6iVNym,FL,0,0,0,0,0,UNKNOWN
train,Kk6iVNym,GA,6,0,1,69,1,CRISIS
train,Kk6iVNym,HI,6,3,2,78,1,CRISIS
train,Kk6iVNym,IA,6,9,5,151,1,ALERT
train,Kk6iVNym,ID,15,5,13,232,1,CRISIS
train,Kk6iVNym,IL,0,0,0,0,0,UNKNOWN
train,Kk6iVNym,IN,4,9,4,134,1,ALERT
train,Kk6iVNym,KS,7,0,13,169,1,ACTION
train,Kk6iVNym,KY,8,8,8,171,1,CRISIS
train,Kk6iVNym,LA,13,5,6,173,1,CRISIS
train,Kk6iVNym,MA,0,0,0,0,0,UNKNOWN
train,Kk6iVNym,MD,0,0,0,0,0,UNKNOWN
train,Kk6iVNym,ME,4,9,6,141,1,ALERT
train,Kk6iVNym,MI,3,2,3,70,1,CRISIS
train,Kk6iVNym,MN,0,0,0,0,0,UNKNOWN
train,Kk6iVNym,MO,1,8,1,69,1,ALERT
train,Kk6iVNym,MS,13,4,9,197,1,CRISIS
train,Kk6iVNym,MT,0,0,0,0,0,UNKNOWN
train,Kk6iVNym,NC,0,0,0,0,0,UNKNOWN
train,Kk6iVNym,ND,1,8,1,70,1,ALERT
train,Kk6iVNym,NE,0,0,0,0,0,UNKNOWN
train,Kk6iVNym,NH,6,0,2,73,1,CRISIS
train,Kk6iVNym,NJ,0,0,0,0,0,UNKNOWN
train,Kk6iVNym,NM,7,7,5,174,1,CRISIS
train,Kk6iVNym,NV,10,0,10,177,1,CRISIS
train,Kk6iVNym,NY,3,0,6,63,1,ACTION
train,Kk6iVNym,OH,1,8,0,65,1,ALERT
train,Kk6iVNym,OK,0,0,0,0,0,UNKNOWN
train,Kk6iVNym,OR,3,8,3,137,1,ALERT
train,Kk6iVNym,PA,6,3,2,78,1,CRISIS
train,Kk6iVNym,RI,0,0,0,0,0,UNKNOWN
train,Kk6iVNym,SC,11,1,19,273,1,ACTION
train,Kk6iVNym,SD,10,9,6,232,1,CRISIS
train,Kk6iVNym,TN,12,8,9,246,1,CRISIS
train,Kk6iVNym,TX,10,12,5,163,1,ALERT
train,Kk6iVNym,UT,4,10,4,139,1,ALERT
train,Kk6iVNym,VA,0,0,0,0,0,UNKNOWN
train,Kk6iVNym,VT,4,1,3,79,1,CRISIS
train,Kk6iVNym,WA,0,0,0,0,0,UNKNOWN
train,Kk6iVNym,WI,1,8,1,67,1,ALERT
train,Kk6iVNym,WV,6,3,2,82,1,CRISIS
train,Kk6iVNym,WY,0,0,0,0,0,UNKNOWN
train,QpWgWZqu,AK,0,0,0,0,0,UNKNOWN
train,QpWgWZqu,AL,0,0,0,0,0,UNKNOWN
train,QpWgWZqu,AR,2,0,3,74,1,ACTION
train,QpWgWZqu,AZ,0,0,0,0,0,UNKNOWN
train,QpWgWZqu,CA,12,4,13,180,1,ACTION
train,QpWgWZqu,CO,5,7,2,97,1,ALERT
train,QpWgWZqu,CT,12,4,13,180,1,ACTION
train,QpWgWZqu,DC,0,0,0,0,0,UNKNOWN
train,QpWgWZqu,DE,4,1,3,80,1,CRISIS
train,QpWgWZqu,FL,0,0,0,0,0,UNKNOWN
train,QpWgWZqu,GA,0,0,0,0,0,UNKNOWN
train,QpWgWZqu,HI,0,0,0,0,0,UNKNOWN
train,QpWgWZqu,IA,1,8,1,69,1,ALERT
train,QpWgWZqu,ID,10,1,5,143,1,CRISIS
train,QpWgWZqu,IL,2,0,3,73,1,ACTION
train,QpWgWZqu,IN,6,0,1,68,1,CRISIS
train,QpWgWZqu,KS,0,0,0,0,0,UNKNOWN
train,QpWgWZqu,KY,12,4,11,162,1,CRISIS
train,QpWgWZqu,LA,0,0,0,0,0,UNKNOWN
train,QpWgWZqu,MA,3,0,6,61,1,ACTION
train,QpWgWZqu,MD,0,0,0,0,0,UNKNOWN
train,QpWgWZqu,ME,3,0,7,63,1,ACTION
train,QpWgWZqu,MI,2,0,10,70,1,ACTION
train,QpWgWZqu,MN,9,0,19,257,1,ACTION
train,QpWgWZqu,MO,11,1,6,153,1,CRISIS
train,QpWgWZqu,MS,4,0,6,102,1,ACTION
train,QpWgWZqu,MT,0,0,0,0,0,UNKNOWN
train,QpWgWZqu,NC,7,7,7,177,1,CRISIS
train,QpWgWZqu,ND,0,0,0,0,0,UNKNOWN
train,QpWgWZqu,NE,0,0,0,0,0,UNKNOWN
train,QpWgWZqu,NH,13,5,9,172,1,CRISIS
train,QpWgWZqu,NJ,2,0,9,69,1,ACTION
train,QpWgWZqu,NM,7,2,7,150,1,CRISIS
train,QpWgWZqu,NV,9,7,11,203,1,ACTION
train,QpWgWZqu,NY,4,1,3,82,1,CRISIS
train,QpWgWZqu,OH,8,8,6,163,1,CRISIS
train,QpWgWZqu,OK,12,0,16,239,1,ACTION
train,QpWgWZqu,OR,9,4,3,94,1,CRISIS
train,QpWgWZqu,PA,0,0,0,0,0,UNKNOWN
train,QpWgWZqu,RI,6,0,16,148,1,ACTION
train,QpWgWZqu,SC,8,7,12,185,1,ACTION
train,QpWgWZqu,SD,4,1,3,81,1,CRISIS
train,QpWgWZqu,TN,6,0,9,172,1,ACTION
train,QpWgWZqu,TX,0,0,0,0,0,UNKNOWN
train,QpWgWZqu,UT,3,1,5,75,1,ACTION
train,QpWgWZqu,VA,1,8,0,66,1,ALERT
train,QpWgWZqu,VT,4,1,4,71,1,CRISIS
train,QpWgWZqu,WA,13,5,6,175,1,CRISIS
train,QpWgWZqu,WI,0,0,0,0,0,UNKNOWN
train,QpWgWZqu,WV,4,1,3,84,1,CRISIS
train,QpWgWZqu,WY,4,0,6,100,1,ACTION
train,yIHgtqjY,AK,6,0,9,172,1,ACTION
train,yIHgtqjY,AL,0,0,0,0,0,UNKNOWN
train,yIHgtqjY,AR,0,0,0,0,0,UNKNOWN
train,yIHgtqjY,AZ,13,4,12,197,1,CRISIS
train,yIHgtqjY,CA,15,4,15,258,1,CRISIS
train,yIHgtqjY,CO,9,4,3,97,1,CRISIS
train,yIHgtqjY,CT,4,0,3,82,1,CRISIS
train,yIHgtqjY,DC,13,4,9,190,1,CRISIS
train,yIHgtqjY,DE,4,0,3,82,1,CRISIS
train,yIHgtqjY,FL,6,0,1,68,1,CRISIS
train,yIHgtqjY,GA,4,0,6,102,1,ACTION
train,yIHgtqjY,HI,4,0,6,100,1,ACTION
train,yIHgtqjY,IA,0,0,0,0,0,UNKNOWN
train,yIHgtqjY,ID,9,4,3,96,1,CRISIS
train,yIHgtqjY,IL,13,7,10,275,1,CRISIS
train,yIHgtqjY,IN,6,0,12,161,1,ACTION
train,yIHgtqjY,KS,0,0,0,0,0,UNKNOWN
train,yIHgtqjY,KY,5,2,7,148,1,ACTION
train,yIHgtqjY,LA,4,1,3,79,1,CRISIS
train,yIHgtqjY,MA,8,0,18,243,1,ACTION
train,yIHgtqjY,MD,3,1,4,69,1,ACTION
train,yIHgtqjY,ME,5,7,3,97,1,ALERT
train,yIHgtqjY,MI,7,1,15,169,1,ACTION
train,yIHgtqjY,MN,9,4,3,94,1,CRISIS
train,yIHgtqjY,MO,6,0,18,150,1,ACTION
train,yIHgtqjY,MS,0,0,0,0,0,UNKNOWN
train,yIHgtqjY,MT,3,0,3,81,1,CRISIS
train,yIHgtqjY,NC,0,0,0,0,0,UNKNOWN
train,yIHgtqjY,ND,18,8,12,253,1,CRISIS
train,yIHgtqjY,NE,4,0,8,106,1,ACTION
train,yIHgtqjY,NH,9,4,4,99,1,CRISIS
train,yIHgtqjY,NJ,6,7,2,97,1,ALERT
train,yIHgtqjY,NM,6,2,4,148,1,CRISIS
train,yIHgtqjY,NV,13,4,12,203,1,CRISIS
train,yIHgtqjY,NY,6,7,2,98,1,ALERT
train,yIHgtqjY,OH,12,1,15,222,1,ACTION
train,yIHgtqjY,OK,4,0,3,82,1,CRISIS
train,yIHgtqjY,OR,12,0,10,240,1,CRISIS
train,yIHgtqjY,PA,0,0,0,0,0,UNKNOWN
train,yIHgtqjY,RI,0,0,0,0,0,UNKNOWN
train,yIHgtqjY,SC,5,7,2,99,1,ALERT
train,yIHgtqjY,SD,3,0,2,79,1,CRISIS
train,yIHgtqjY,TN,18,8,9,241,1,CRISIS
train,yIHgtqjY,TX,4,0,8,104,1,ACTION
train,yIHgtqjY,UT,4,0,4,84,1,CRISIS
train,yIHgtqjY,VA,1,8,0,65,1,ALERT
train,yIHgtqjY,VT,4,1,4,70,1,CRISIS
train,yIHgtqjY,WA,0,0,0,0,0,UNKNOWN
train,yIHgtqjY,WI,5,7,3,95,1,ALERT
train,yIHgtqjY,WV,3,2,2,72,1,CRISIS
train,yIHgtqjY,WY,0,0,0,0,0,UNKNOWN
train,88NtGYTF,AK,3,1,4,72,1,ACTION
train,88NtGYTF,AL,3,0,10,85,1,ACTION
train,88NtGYTF,AR,1,8,0,65,1,ALERT
train,88NtGYTF,AZ,4,1,4,80,1,CRISIS
train,88NtGYTF,CA,0,0,0,0,0,UNKNOWN
train,88NtGYTF,CO,2,0,9,70,1,ACTION
train,88NtGYTF,CT,8,7,11,163,1,ACTION
train,88NtGYTF,DC,0,0,0,0,0,UNKNOWN
train,88NtGYTF,DE,3,0,10,85,1,ACTION
train,88NtGYTF,FL,3,0,10,84,1,ACTION
train,88NtGYTF,GA,8,7,11,163,1,ACTION
train,88NtGYTF,HI,0,0,0,0,0,UNKNOWN
train,88NtGYTF,IA,0,0,0,0,0,UNKNOWN
train,88NtGYTF,ID,3,0,6,62,1,ACTION
train,88NtGYTF,IL,3,0,10,85,1,ACTION
train,88NtGYTF,IN,5,7,2,95,1,ALERT
train,88NtGYTF,KS,0,0,0,0,0,UNKNOWN
train,88NtGYTF,KY,3,8,11,141,1,ACTION
train,88NtGYTF,LA,5,7,2,95,1,ALERT
train,88NtGYTF,MA,3,0,10,85,1,ACTION
train,88NtGYTF,MD,3,1,4,69,1,ACTION
train,88NtGYTF,ME,3,0,7,63,1,ACTION
train,88NtGYTF,MI,9,8,8,173,1,CRISIS
